,url,w_Anth,w_Arxiv,pages_Anth,pages_Arxiv,Jaccard,cosine_abstract,day
617,https://aclanthology.org/2020.findings-emnlp.118,6071.0,6028.0,11.0,11.0,0.9895131086142324,0.9932702779769896,33
618,https://aclanthology.org/2021.emnlp-main.763,8461.0,8445.0,13.0,13.0,0.9900820793433652,1.000000238418579,51
619,https://aclanthology.org/K19-1052,6554.0,6475.0,11.0,11.0,0.9838709677419356,0.9862816333770752,59
620,https://aclanthology.org/W18-6438,2999.0,2963.0,6.0,6.0,0.9861218195836546,0.9844587445259094,30
621,https://aclanthology.org/2020.wnut-1.25,4326.0,5771.0,7.0,10.0,0.789426118391324,1.0,19
622,https://aclanthology.org/P19-1160,5982.0,5947.0,10.0,11.0,0.9887058823529412,0.998403549194336,28
623,https://aclanthology.org/2020.acl-main.284,5497.0,5464.0,10.0,10.0,0.99171413775246,0.9999999403953552,40
624,https://aclanthology.org/2021.findings-emnlp.272,5001.0,4973.0,9.0,9.0,0.9926686217008798,1.000000238418579,52
625,https://aclanthology.org/S17-1016,4234.0,4223.0,7.0,7.0,0.9624242424242424,0.9999998807907104,-76
626,https://aclanthology.org/D18-1509,3529.0,3733.0,6.0,7.0,0.8765432098765432,1.0,65
627,https://aclanthology.org/E17-2092,14899.0,16834.0,8.0,11.0,0.8666380789022299,1.0,-1859
628,https://aclanthology.org/W14-2509,3222.0,6346.0,5.0,11.0,0.4454995871180842,,86
629,https://aclanthology.org/2020.knlp-1.4,3022.0,2937.0,6.0,6.0,0.9496951219512196,0.9946826100349426,-20
630,https://aclanthology.org/P17-2058,3764.0,3698.0,6.0,6.0,0.9847272727272728,0.9912341237068176,69
631,https://aclanthology.org/D18-1081,4512.0,4478.0,7.0,7.0,0.9865810968494748,1.0,18
632,https://aclanthology.org/2020.acl-main.37,6072.0,6037.0,11.0,11.0,0.9904509283819628,0.9995311498641968,6
633,https://aclanthology.org/2020.wac-1.7,5051.0,5014.0,7.0,7.0,0.9907353792704112,0.969650149345398,2
634,https://aclanthology.org/2021.eacl-main.129,10284.0,10974.0,15.0,17.0,0.5572833295220673,0.8808655738830566,224
635,https://aclanthology.org/2021.eacl-main.92,9607.0,4322.0,14.0,7.0,0.3950787945811446,0.7540063261985779,337
636,https://aclanthology.org/2021.naacl-main.139,5999.0,5928.0,10.0,8.0,0.5407673860911271,0.9887113571166992,224
637,https://aclanthology.org/N18-2120,3173.0,3148.0,6.0,6.0,0.988078541374474,0.9878102540969848,45
